CÓDIGO,DENOMINACIÓN,Total
480643,Financiamiento interno de largo plazo en préstamos por pagar,0.00
480644,Financiamiento externo de corto plazo en préstamos por pagar,0.00
480645,Financiamiento externo de largo plazo en préstamos por pagar,0.00
480646,Préstamos por cobrar,0.00
480647,Cuentas por pagar,0.00
480650,Recursos entregados en administración,0.00
480690,Otros ajustes por diferencia en cambio,0.00
4808,INGRESOS DIVERSOS,0.00
480801,Alimentación a empleados,0.00
480803,Cuotas partes de pensiones,0.00
480805,Ganancia por baja en cuentas de activos no financieros,0.00
480806,Publicaciones,0.00
480807,Margen en la comercialización de bienes y servicios,0.00
480808,Honorarios,0.00
480809,Excedentes financieros,0.00
480810,Títulos prescritos,0.00
480813,Comisiones,0.00
480815,Fotocopias,0.00
480817,Arrendamiento operativo,0.00
480818,Contratos para la gestión de servicios públicos,0.00
480820,Apoyo del fondo empresarial,0.00
480822,Margen en la contratación de servicios de salud,0.00
480823,Incentivos tributarios,0.00
480824,Aportes pensionales,0.00
480825,Sobrantes,0.00
480826,Recuperaciones,0.00
480827,Aprovechamientos,0.00
480828,Indemnizaciones,0.00
480829,Responsabilidades fiscales,0.00
480832,"Ganancia por baja en cuentas de inversiones en controladas, asociadas o negocios conjuntos",0.00
480833,Ganancia por transacciones de venta con arrendamiento posterior,0.00
480834,Ganancia por absorción en condiciones favorables,0.00
480835,Servicios financieros,0.00
480836,Variaciones beneficios posempleo por el costo del servicio pasado,0.00
480837,Ajuste beneficios a los empleados a largo plazo,0.00
480838,Contratos de construcción,0.00
480839,"Compensación o indemnización por deterioro, pérdidas o abandonos",0.00
480840,Concurrencia para el pago de pensiones,0.00
480849,Ganancia  en  la  actualización  del  plan  de  activos  para  beneficios  a  empleados  a largo plazo y por terminación del vínculo laboral o contractual,0.00
480851,Ganancia por derechos en fideicomiso,0.00
480852,Amortización del pasivo diferido de la entidad concedente,0.00
480853,Derechos de sustitución de activos deteriorados por daño físico,0.00
480854,Derechos de reembolso relacionados con provisiones,0.00
480890,Otros ingresos diversos,0.00
4811,"GANANCIAS POR LA APLICACIÓN DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL
DE INVERSIONES EN CONTROLADAS",0.00
481101,Entidades privadas,0.00
481102,Entidades del exterior,0.00
481103,Empresas industriales y comerciales del Estado - Societarias,0.00
481104,Sociedades de economía mixta,0.00
481105,Sociedades públicas,0.00
4812,GANANCIAS POR LA APLICACIÓN DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN ASOCIADAS,0.00
481201,Entidades privadas,0.00
481202,Entidades del exterior,0.00
481203,Empresas industriales y comerciales del Estado - Societarias,0.00
481204,Sociedades de economía mixta,0.00
481205,Sociedades públicas,0.00
4813,GANANCIAS POR LA APLICACIÓN DEL MÉTODO DE PARTICIPACIÓN PATRIMONIAL DE INVERSIONES EN NEGOCIOS CONJUNTOS,0.00
481301,Entidades privadas,0.00
481302,Entidades del exterior,0.00
481303,Empresas industriales y comerciales del Estado - Societarias,0.00
481304,Sociedades de economía mixta,0.00
481305,Sociedades públicas,0.00
4819,GANANCIAS POR ACTUALIZACIÓN DE INVENTARIOS,0.00
481901,Materias primas cotizadas,0.00
481902,Productos agrícolas y minerales,0.00
4823,GANANCIAS POR ACTUALIZACIÓN DE ACTIVOS BIOLÓGICOS,0.00
482301,Maduros para consumo,0.00
482302,Por madurar para consumo,0.00
482303,Maduros para producir frutos,0.00
482304,Por madurar para producir frutos,0.00
4825,IMPUESTO A LAS GANANCIAS DIFERIDO,0.00
482501,Efectivo y equivalentes al efectivo,0.00
482502,Inversiones e instrumentos derivados,0.00
482503,Cuentas por cobrar,0.00
482504,Préstamos por cobrar,0.00
482505,Inventarios,0.00
482506,"Propiedades, planta y equipo",0.00
482507,Activos intangibles,0.00
482508,Propiedades de inversión,0.00
482509,Activos biológicos,0.00
482510,Otros activos,0.00
482511,Operaciones de instituciones financieras,0.00
482512,Emisión y colocación de títulos de deuda,0.00
482513,Préstamos por pagar,0.00
482514,Cuentas por pagar,0.00
482515,Beneficios a empleados,0.00
482516,Operaciones con instrumentos derivados,0.00
482517,Provisiones,0.00
482518,Otros pasivos,0.00
4830,REVERSIÓN DE LAS PÉRDIDAS POR DETERIORO DE VALOR,0.00
483001,Inversiones,0.00
483002,Cuentas por cobrar,0.00
483003,Cuentas por cobrar a costo amortizado,0.00
483004,Préstamos por cobrar,0.00
483005,Inventarios,0.00
483006,"Propiedades, planta y equipo",0.00
483010,Propiedades de inversión,0.00
483012,Activos intangibles,0.00
483014,Activos biológicos al costo,0.00
5,GASTOS,79199853.00
51,DE ADMINISTRACIÓN Y OPERACIÓN,78793653.00
5101,SUELDOS Y SALARIOS,26913720.00
510101,Sueldos,25226448.00
510102,Jornales,0.00
510103,Horas extras y festivos,0.00
510105,Gastos de representación,0.00
510108,Sueldo por comisiones al exterior,0.00
510119,Bonificaciones,0.00
510123,Auxilio de transporte,1687272.00
510145,Salario integral,0.00
510151,Estímulo a la eficiencia,0.00
510159,Subsidio de vivienda,0.00
510160,Subsidio de alimentación,0.00
510163,Aportes a fondos mutuos de inversión,0.00
5102,CONTRIBUCIONES IMPUTADAS,0.00
510201,Incapacidades,0.00
510202,Subsidio familiar,0.00
510203,Indemnizaciones,0.00
510204,Gastos médicos y drogas,0.00
510215,Subsidio por dependiente,0.00
510216,Licencias,0.00
510217,Auxilio funerario,0.00
510218,Incentivos al ahorro,0.00
510290,Otras contribuciones imputadas,0.00
5103,CONTRIBUCIONES EFECTIVAS,6940488.00
510301,Seguros de vida,0.00
510302,Aportes a cajas de compensación familiar,1009200.00
510303,Cotizaciones a seguridad social en salud,2144544.00
510304,Aportes sindicales,0.00
510305,Cotizaciones a riesgos laborales,759000.00
510306,Cotizaciones a entidades administradoras del régimen de prima media,0.00
510307,Cotizaciones a entidades administradoras del régimen de ahorro individual,3027744.00
510308,Medicina prepagada,0.00
510390,Otras contribuciones efectivas,0.00
5104,APORTES SOBRE LA NÓMINA,1262400.00
510401,Aportes al ICBF,757200.00
510402,Aportes al SENA,505200.00
510403,Aportes a la ESAP,0.00
510404,Aportes a escuelas industriales e institutos técnicos,0.00
5107,PRESTACIONES SOCIALES,7178141.00
510701,Vacaciones,875918.00
510702,Cesantías,2242810.00
510703,Intereses a las cesantías,269137.00
510704,Prima de vacaciones,0.00
510705,Prima de navidad,2102205.00
510706,Prima de servicios,1121405.00
510708,Cesantías retroactivas,0.00
510790,Otras primas,0.00
510795,Otras prestaciones sociales,566666.00
5108,GASTOS DE PERSONAL DIVERSOS,7330000.00
510801,Remuneración por servicios técnicos,0.00
510802,Honorarios,0.00
510803,"Capacitación, bienestar social y estímulos",0.00
510804,Dotación y suministro a trabajadores,0.00
510805,Gastos deportivos y de recreación,0.00
510806,Contratos de personal temporal,0.00
510807,Gastos de viaje,0.00
510808,Remuneración electoral,0.00
510810,Viáticos,0.00
510811,Variaciones beneficios posempleo por el costo del servicio presente y pasado,0.00
510812,Ajuste beneficios a los empleados a largo plazo,0.00
510813,Beneficios  por  préstamos  a  empleados  a  tasa  de  interés  cero  o  inferior  a  la  del mercado,0.00
510890,Otros gastos de personal diversos,7330000.00
5111,GENERALES,28916904.00
511101,Moldes y troqueles,0.00
511102,Material quirúrgico,0.00
511103,Elementos de lencería y ropería,0.00
511104,Loza y cristalería,0.00
511105,Gastos de organización y puesta en marcha,0.00
511106,Estudios y proyectos,0.00
511109,Gastos de desarrollo,0.00
511110,Gastos de asociación,0.00
511112,Obras y mejoras en propiedad ajena,0.00
511113,Vigilancia y seguridad,0.00
511114,Materiales y suministros,0.00
511115,Mantenimiento,0.00
511116,Reparaciones,0.00
511117,Servicios públicos,3525070.00
511118,Arrendamiento operativo,0.00
511119,Viáticos y gastos de viaje,0.00
511120,Publicidad y propaganda,0.00
511121,"Impresos, publicaciones, suscripciones y afiliaciones",0.00
511122,Fotocopias,0.00
511123,Comunicaciones y transporte,0.00
511125,Seguros generales,0.00
511127,Promoción y divulgación,0.00
511132,Diseños y estudios,0.00
511133,Seguridad industrial,0.00
511134,Asistencia técnica agropecuaria,0.00
511139,Participaciones y compensaciones,0.00
511140,Contratos de administración,0.00
511141,Sostenimiento de semovientes y plantas,0.00
511142,Gastos de operación aduanera,0.00
511146,Combustibles y lubricantes,0.00
511147,Servicios portuarios y aeroportuarios,0.00
511149,"Servicios de aseo, cafetería, restaurante y lavandería",0.00
511150,Procesamiento de información,0.00
511151,Gastos por control de calidad,0.00
511152,Consulta centrales de riesgo,0.00
511154,Organización de eventos,2600000.00
511155,"Elementos de aseo, lavandería y cafetería",0.00
511156,Bodegaje,0.00
511157,Concursos y licitaciones,0.00
511158,Videos,0.00
511159,Licencias,0.00
511161,Relaciones públicas,0.00
511162,Equipo de seguridad industrial,0.00
511163,Contratos de aprendizaje,0.00
511164,Gastos legales,0.00
511165,Intangibles,0.00
511166,Costas procesales,0.00
511167,Prima en contratos de estabilidad jurídica,0.00
511173,"Interventorías, auditorías y evaluaciones",0.00
511174,Asignación de bienes y servicios,0.00
511178,Comisiones,0.00
511179,Honorarios,0.00
511180,Servicios,13980000.00
511190,Otros gastos generales,8811834.00
5120,"IMPUESTOS, CONTRIBUCIONES Y TASAS",252000.00
512001,Impuesto predial unificado,0.00
512002,Cuota de fiscalización y auditaje,0.00
512009,Impuesto de industria y comercio,0.00
512010,Tasas,0.00
512011,Impuesto sobre vehículos automotores,0.00
512012,Impuesto de registro,0.00
512013,Regalías y compensaciones monetarias,0.00
512017,Intereses de mora,0.00
512019,Registro y salvoconducto,0.00
512021,Impuesto para preservar la seguridad democrática,0.00
512023,Impuesto al patrimonio,0.00
512024,Gravamen a los movimientos financieros,0.00
512025,Impuesto de timbre,0.00
512026,Contribuciones,0.00
512027,Licencias,0.00
512028,Impuesto sobre aduana y recargos,0.00
512029,"Impuestos, contribuciones y tasas en el exterior",0.00
512030,Impuesto nacional al consumo,0.00
512032,Impuesto a la riqueza,0.00
512033,Impuesto complementario de normalización tributaria al impuesto a la riqueza,0.00
512034,Sobretasa ambiental,0.00
512035,Estampillas,0.00
512036,Impuesto sobre el servicio de alumbrado público,0.00
512090,"Otros impuestos, contribuciones y tasas",252000.00
52,DE VENTAS,0.00
5202,SUELDOS Y SALARIOS,0.00
520201,Sueldos,0.00
520202,Jornales,0.00
520203,Horas extras y festivos,0.00
520207,Sueldo por comisiones al exterior,0.00
520218,Bonificaciones,0.00
520220,Auxilio de transporte,0.00
520226,Salario integral,0.00
520230,Comisiones,0.00
520232,Estímulo a la eficiencia,0.00
520239,Subsidio de vivienda,0.00
520240,Subsidio de alimentación,0.00
520243,Aportes a fondos mutuos de inversión,0.00
5203,CONTRIBUCIONES IMPUTADAS,0.00
520301,Incapacidades,0.00
520302,Subsidio familiar,0.00
520303,Indemnizaciones,0.00
520304,Gastos médicos y drogas,0.00
520315,Subsidio por dependiente,0.00
520316,Licencias,0.00
520317,Incentivos al ahorro,0.00
520318,Auxilio funerario,0.00
520390,Otras contribuciones imputadas,0.00
5204,CONTRIBUCIONES EFECTIVAS,0.00
520401,Seguros de vida,0.00
520402,Aportes a cajas de compensación familiar,0.00
520403,Cotizaciones a seguridad social en salud,0.00
520404,Aportes sindicales,0.00
520405,Cotizaciones a riesgos laborales,0.00
520406,Cotizaciones a entidades administradoras del régimen de prima media,0.00
520407,Cotizaciones a entidades administradoras del régimen de ahorro individual,0.00
520408,Medicina prepagada,0.00
520490,Otras contribuciones efectivas,0.00
5207,APORTES SOBRE LA NÓMINA,0.00
520701,Aportes al ICBF,0.00
520702,Aportes al SENA,0.00
520703,Aportes a la ESAP,0.00
520704,Aportes a escuelas industriales e institutos técnicos,0.00
5208,PRESTACIONES SOCIALES,0.00
520801,Vacaciones,0.00
520802,Cesantías,0.00
520803,Intereses a las cesantías,0.00
520804,Prima de vacaciones,0.00
520805,Prima de navidad,0.00
520806,Prima de servicios,0.00
520807,Cesantías retroactivas,0.00
520890,Otras primas,0.00
520895,Otras prestaciones sociales,0.00
5211,GENERALES,0.00
521110,Obras y mejoras en propiedad ajena,0.00
521111,Vigilancia y seguridad,0.00
521113,Mantenimiento,0.00
521114,Reparaciones,0.00
521115,Servicios públicos,0.00
521116,Arrendamiento operativo,0.00
521117,Viáticos y gastos de viaje,0.00
521118,Publicidad y propaganda,0.00
521119,"Impresos, publicaciones, suscripciones y afiliaciones",0.00
521120,Fotocopias,0.00
521121,Comunicaciones y transporte,0.00
521123,Seguros generales,0.00
521125,Promoción y divulgación,0.00
521130,Diseños y estudios,0.00
521144,Combustibles y lubricantes,0.00
521147,"Servicios de aseo, cafetería, restaurante y lavandería",0.00
521153,"Elementos de aseo, lavandería y cafetería",0.00
521154,Bodegaje,0.00
521160,Relaciones públicas,0.00
521162,Contratos de aprendizaje,0.00
521163,Gastos legales,0.00
521171,Comisiones,0.00
521172,Honorarios,0.00
521173,Servicios,0.00
521190,Otros gastos generales,0.00
5212,GASTOS DE PERSONAL DIVERSOS,0.00
521201,Remuneración por servicios técnicos,0.00
521202,Honorarios,0.00
521203,"Capacitación, bienestar social y estímulos",0.00
521204,Dotación y suministro a trabajadores,0.00
521205,Gastos deportivos y de recreación,0.00
521206,Contratos de personal temporal,0.00
521207,Gastos de viaje,0.00
521209,Gastos de representación,0.00
521210,Viáticos,0.00
521211,Variaciones beneficios posempleo por el costo del servicio presente y pasado,0.00
521212,Ajuste beneficios a los empleados a largo plazo,0.00
521213,Beneficios  por  préstamos  a  empleados  a  tasa  de  interés  cero  o  inferior  a  la  del mercado,0.00
521290,Otros gastos de personal diversos,0.00
5220,"IMPUESTOS, CONTRIBUCIONES Y TASAS",0.00
522001,Impuesto predial unificado,0.00
522009,Impuesto de industria y comercio,0.00
522010,Tasas,0.00
522011,Impuesto sobre vehículos automotores,0.00
522012,Impuesto de registro,0.00
522017,Intereses de mora,0.00
522019,Registro y salvoconducto,0.00
522024,Gravamen a los movimientos financieros,0.00
522025,Impuesto de timbre,0.00
522026,Contribuciones,0.00
522027,Licencias,0.00
522028,Impuesto sobre aduana y recargos,0.00
522029,"Impuestos, contribuciones y tasas en el exterior",0.00
522034,Estampillas,0.00
522035,Sobretasa ambiental,0.00
522036,Impuesto sobre el servicio de alumbrado público,0.00
522090,"Otros impuestos, contribuciones y tasas",0.00
53,"DETERIORO, DEPRECIACIONES, AMORTIZACIONES Y PROVISIONES",406200.00
5346,DETERIORO DE INVERSIONES,0.00
534601,Inversiones de administración de liquidez a valor de mercado (valor razonable) con cambios en el patrimonio (otro resultado integral),0.00
534602,Inversiones de administración de liquidez a costo amortizado,0.00
534603,Inversiones de administración de liquidez al costo,0.00
534605,En controladas contabilizadas por el método de participación patrimonial,0.00
534607,En asociadas contabilizadas por el método de participación patrimonial,0.00
534609,En negocios conjuntos contabilizadas por el método de participación patrimonial,0.00
5347,DETERIORO DE CUENTAS POR COBRAR,0.00
534701,Venta de bienes,0.00
534702,Prestación de servicios,0.00
534703,Servicio de energía,0.00
534704,Servicio de acueducto,0.00
534705,Servicio de alcantarillado,0.00
534706,Servicio de aseo,0.00
534707,Servicio de gas combustible,0.00
534708,Servicio de telecomunicaciones,0.00
534709,Prestación de servicios de salud,0.00
534710,Administración del sistema de seguridad social en salud,0.00
534714,"Contribuciones, tasas e ingresos no tributarios",0.00
534790,Otras cuentas por cobrar,0.00
5348,DETERIORO DE CUENTAS POR COBRAR A COSTO AMORTIZADO,0.00
534801,Venta de bienes,0.00
534802,Prestación de servicios,0.00
534803,Servicio de energía,0.00
534804,Servicio de acueducto,0.00
534805,Servicio de alcantarillado,0.00
534806,Servicio de aseo,0.00
534807,Servicio de gas combustible,0.00
534808,Servicio de telecomunicaciones,0.00
534809,Prestación de servicios de  salud,0.00
534890,Otras cuentas por cobrar a costo amortizado,0.00
5349,DETERIORO DE PRÉSTAMOS POR COBRAR,0.00
534901,Préstamos concedidos,0.00
5350,DETERIORO DE INVENTARIOS,0.00
535001,Bienes producidos,0.00
535002,Mercancías en existencia,0.00
535003,Productos en proceso,0.00
535004,Materias primas,0.00
535005,Inventarios en tránsito,0.00
535006,Inventarios en poder de terceros,0.00
535007,Inventarios de prestadores de servicios,0.00
535008,Materiales y suministros,0.00
5351,"DETERIORO DE PROPIEDADES, PLANTA Y EQUIPO",0.00
535101,Terrenos,0.00
535102,Semovientes y plantas,0.00
535103,Construcciones en curso,0.00
535104,"Maquinaria, planta y equipo en montaje",0.00
535105,Edificaciones,0.00
535106,"Plantas, ductos y túneles",0.00
535107,"Redes, líneas y cables",0.00
535108,Maquinaria y equipo,0.00
535109,Equipo médico y científico,0.00
535110,"Muebles, enseres y equipo de oficina",0.00
535111,Equipos de comunicación y computación,0.00
535112,"Equipo de transporte, tracción y elevación",0.00
535113,"Equipos de comedor, cocina, despensa y hotelería",0.00
535114,Plantas productoras,0.00
535115,Repuestos,0.00
535116,"Maquinaria, planta y equipo en tránsito",0.00
535117,Bienes de arte y cultura,0.00
535118,"Propiedades, planta y equipo en concesión",0.00
535119,Bienes muebles en bodega,0.00
535120,"Propiedades, planta y equipo en mantenimiento",0.00
535121,"Propiedades, planta y equipo no explotados",0.00
5355,DETERIORO DE PROPIEDADES DE INVERSIÓN,0.00
535501,Terrenos,0.00
535502,Edificaciones,0.00
535503,Terrenos con uso indeterminado,0.00
535504,Edificaciones con uso indeterminado,0.00
5357,DETERIORO DE ACTIVOS INTANGIBLES,0.00
535701,Plusvalía,0.00
535702,Marcas,0.00
535703,Patentes,0.00
535704,Concesiones y franquicias,0.00
535705,Derechos,0.00
535706,Licencias,0.00
535707,Softwares,0.00
535709,Activos intangibles en fase de desarrollo,0.00
535711,Activos intangibles en concesión,0.00
535790,Otros activos intangibles,0.00
5359,DETERIORO DE ACTIVOS BIOLÓGICOS AL COSTO,0.00
535901,Maduros para consumo,0.00
535902,Por madurar para consumo,0.00
535903,Maduros para producir frutos,0.00
535904,Por madurar para producir frutos,0.00
5360,"DEPRECIACIÓN DE PROPIEDADES, PLANTA Y EQUIPO",406200.00
536001,Edificaciones,0.00
536002,"Plantas, ductos y túneles",0.00
536003,"Redes, líneas y cables",0.00
536004,Maquinaria y equipo,0.00
536005,Equipo médico y científico,0.00
536006,"Muebles, enseres y equipo de oficina",100000.00
536007,Equipos de comunicación y computación,306200.00
536008,"Equipos de transporte, tracción y elevación",0.00
536009,"Equipos de comedor, cocina, despensa y hotelería",0.00
536010,Semovientes y plantas,0.00
536011,Plantas productoras,0.00
536012,Bienes de arte y cultura,0.00
536013,Bienes muebles en bodega,0.00
536014,"Propiedades, planta y equipo en mantenimiento",0.00
536015,"Propiedades, planta y equipo no explotados",0.00
536016,"Propiedades, planta y equipo en concesión",0.00
536017,Terrenos con vida útil finita,0.00
5362,DEPRECIACIÓN DE PROPIEDADES DE INVERSIÓN,0.00
536201,Edificaciones,0.00
536202,Edificaciones con uso indeterminado,0.00
5363,AMORTIZACIÓN DE ACTIVOS BIOLÓGICOS AL COSTO,0.00
536301,Maduros para consumo,0.00
536302,Por madurar para consumo,0.00
536303,Maduros para producir frutos,0.00
536304,Por madurar para producir frutos,0.00
5366,AMORTIZACIÓN DE ACTIVOS INTANGIBLES,0.00
536601,Marcas,0.00
536602,Patentes,0.00
536603,Concesiones y franquicias,0.00
536604,Derechos,0.00
536605,Licencias,0.00
536606,Softwares,0.00
536609,Activos intangibles en concesión,0.00
536690,Otros activos intangibles,0.00
5368,PROVISIÓN LITIGIOS Y DEMANDAS,0.00
536801,Civiles,0.00
536802,Penales,0.00
536803,Administrativas,0.00
536804,Obligaciones fiscales,0.00
536805,Laborales,0.00
536890,Otros litigios y demandas,0.00
5369,PROVISIÓN POR GARANTÍAS,0.00
536901,Garantías contractuales,0.00
536902,Garantías contractuales - Concesiones,0.00
5373,PROVISIONES DIVERSAS,0.00
537302,Mecanismos alternativos de solución de conflictos,0.00
537303,Reserva técnica para el pago de premios,0.00
537304,Obligaciones implícitas,0.00
537305,Contratos onerosos,0.00
537306,Reestructuraciones,0.00
537307,Desmantelamientos,0.00
537308,Obligaciones originadas por inversiones en entidades en liquidación,0.00
537390,Otras provisiones diversas,0.00
54,TRANSFERENCIAS Y SUBVENCIONES,0.00
5424,SUBVENCIONES,0.00
542401,Subvención por préstamos con tasa de interés cero,0.00
542402,Subvención por préstamos con tasas de interés inferiores a las del mercado,0.00
542403,Subvención por condonación de deudas,0.00
542404,Donaciones,0.00
542405,Subvención por recursos transferidos a las empresas públicas,0.00
542407,Bienes entregados sin contraprestación,0.00
542416,Subvención por asunción de deudas,0.00
542490,Otras subvenciones,0.00
56,DE ACTIVIDADES Y/O SERVICIOS ESPECIALIZADOS,0.00
5613,ADMINISTRACIÓN DE LA SEGURIDAD SOCIAL EN SALUD,0.00
561301,Contratos de capitación - Contributivo,0.00
561302,Contratos por evento y otras modalidades - Contributivo,0.00
561303,Promoción y prevención - Contributivo,0.00
561304,Sistema de garantía y calidad - Contributivo,0.00
561305,Reaseguro enfermedades de alto costo - Contributivo,0.00
561306,Incapacidades - Contributivo,0.00
561307,Contratos de capitación - Subsidiado,0.00
561308,Contratos por evento y otras modalidades - Subsidiado,0.00
561309,Promoción y prevención - Subsidiado,0.00
561310,Sistema de garantía y calidad - Subsidiado,0.00
561311,Reaseguro enfermedades de alto costo - Subsidiado,0.00
561312,Contratos de capitación  - Complementario,0.00
561315,Sistema de garantía y calidad - Complementario,0.00
561316,Reaseguro enfermedades de alto costo - Complementario,0.00
561317,Auxilios y servicios funerarios - Complementario,0.00
561318,Licencias de maternidad y paternidad,0.00
561319,Ajuste siniestralidad cuenta de alto costo,0.00
561320,Reservas técnicas por servicios de salud autorizados,0.00
561321,Reservas técnicas por servicios de salud ocurridos no conocidos,0.00
561322,Reservas técnicas por incapacidades,0.00
561323,Otras reservas técnicas,0.00
561324,"Reintegros  a  la  ADRES,  a  las  entidades  territoriales  o  a  los  fondos  de  salud descentralizados",0.00
561390,Otros gastos por la administración de la seguridad social en salud,0.00
5618,JUEGOS DE SUERTE Y AZAR,0.00
561802,Pago de premios,0.00
561804,Comisiones a distribuidores y loteros,0.00
561805,Bonificación por pago de premios,0.00
561807,Impresión de billetes,0.00
561808,Transporte,0.00
561809,Publicidad,0.00
561810,Reserva técnica para el pago de premios,0.00
561811,Renta del monopolio de los juegos de suerte y azar,0.00
561890,Otros gastos por juegos de suerte y azar,0.00
58,OTROS GASTOS,0.00
5802,COMISIONES,0.00
580206,Adquisición  de bienes y servicios,0.00
580237,Comisiones sobre recursos entregados en administración,0.00
580239,Derechos en fideicomiso,0.00
580240,Comisiones servicios financieros,0.00
580290,Otras comisiones,0.00
5803,AJUSTE POR DIFERENCIA EN CAMBIO,0.00
580301,Efectivo y equivalentes al efectivo,0.00
580302,Cuentas por cobrar,0.00
580303,Préstamos por cobrar,0.00
580312,Adquisición de bienes y servicios nacionales,0.00
580313,Adquisición de bienes y servicios del exterior,0.00
580334,Operaciones de banca central e instituciones financieras,0.00
580336,Inversiones,0.00
580337,Financiamiento interno de corto plazo en emisión y colocación de títulos de deuda,0.00
580338,Financiamiento interno de largo plazo en emisión y colocación de títulos de deuda,0.00
580339,Financiamiento externo de corto plazo en emisión y colocación de títulos de deuda,0.00
580340,Financiamiento externo de largo plazo en emisión y colocación de títulos de deuda,0.00
580342,Financiamiento interno de corto plazo en préstamos por pagar,0.00
580343,Financiamiento interno de largo plazo en préstamos por pagar,0.00
580344,Financiamiento externo de corto plazo en préstamos por pagar,0.00
580345,Financiamiento externo de largo plazo en préstamos por pagar,0.00
580346,Cuentas por pagar,0.00
580349,Recursos entregados en administración,0.00
580390,Otros ajustes por diferencia en cambio,0.00
5804,FINANCIEROS,0.00
580401,Actualización financiera de provisiones,0.00
580402,Interés por beneficios a los empleados,0.00
580403,Sostenimiento en bolsa y registro,0.00
580404,Administración de fiducia,0.00
580405,Administración y emisión de títulos valores,0.00
580406,Seguros operaciones financieras,0.00
580407,Descuento en venta de cartera,0.00
580409,Pérdida por compraventa de divisas,0.00
580410,Pérdida por medición inicial de inversiones de administración de liquidez a valor de mercado (valor razonable) con cambios en el resultado,0.00
580411,"Pérdida  por  valoración  de  inversiones  de  administración  de  liquidez  a  valor  de
mercado (valor razonable) con cambios en el resultado",0.00
580412,"Pérdida por baja en cuentas de inversiones de administración de liquidez a valor de
mercado (valor razonable) con cambios en el resultado",0.00
580413,"Pérdida por medición inicial de inversiones de administración de liquidez a valor de
mercado (valor razonable) con cambios en el patrimonio (otro resultado integral)",0.00
580414,"Pérdida por baja en cuentas de inversiones de administración de liquidez a valor de
mercado (valor razonable) con cambios en el patrimonio (otro resultado integral)",0.00
580415,"Pérdida por medición inicial de  inversiones de  administración de  liquidez a costo
amortizado",0.00
580416,"Pérdida por baja en cuentas de inversiones de administración de liquidez a costo
amortizado",0.00
580417,Pérdida por baja en cuentas de inversiones de administración de liquidez al costo,0.00
580418,Pérdida por valoración de instrumentos derivados con fines de especulación,0.00
580419,Pérdida por valoración de instrumentos derivados con fines de cobertura de valor de mercado (valor razonable),0.00
580420,"Pérdida por valoración de instrumentos derivados con fines de cobertura de flujos
de efectivo",0.00
580421,"Pérdida por valoración de instrumentos derivados con fines  de cobertura de una
inversión neta en un negocio el extranjero",0.00
580422,Pérdida por medición inicial de cuentas por cobrar a costo amortizado,0.00
580423,Pérdida por baja en cuentas de cuentas por cobrar,0.00
580426,Pérdida por baja en cuentas de préstamos por cobrar,0.00
580427,Pérdida por medición inicial de títulos emitidos,0.00
580428,Costo efectivo de títulos emitidos - Financiamiento interno de corto plazo,0.00
580429,Costo efectivo de títulos emitidos - Financiamiento interno de largo plazo,0.00
580430,Costo efectivo de títulos emitidos - Financiamiento externo de corto plazo,0.00
580431,Costo efectivo de títulos emitidos - Financiamiento externo de largo plazo,0.00
580433,Costo efectivo de cuentas por pagar a costo amortizado,0.00
580434,Costo efectivo de préstamos por pagar - Financiamiento interno de corto plazo,0.00
580435,Costo efectivo de préstamos por pagar - Financiamiento interno de largo plazo,0.00
580436,Costo efectivo de préstamos por pagar - Financiamiento externo de corto plazo,0.00
580437,Costo efectivo de préstamos por pagar - Financiamiento externo de largo plazo,0.00
580439,Intereses de mora,0.00
580440,Intereses sobre depósitos y exigibilidades,0.00
580442,Intereses crédito de redescuento,0.00
580443,Amortización de pérdidas en inversiones de administración de liquidez a valor de mercado (valor razonable) con cambios en el patrimonio (otro resultado integral) reclasificadas a la categoría de costo amortizado,0.00
580444,"Ajuste de partida cubierta que hace parte de una relación de cobertura de valor de
mercado (valor razonable)",0.00
580445,Pérdida en la valoración de opciones vendidas,0.00
580446,Pérdida por la recuperación de cartera improductiva adquirida,0.00
580447,Intereses sobre créditos judiciales,0.00
580490,Otros gastos financieros,0.00
5811,PÉRDIDAS  POR  LA  APLICACIÓN  DEL  MÉTODO  DE PARTICIPACIÓN  PATRIMONIAL DE INVERSIONES EN CONTROLADAS,0.00
581101,Entidades privadas,0.00
581102,Entidades del exterior,0.00
581103,Empresas industriales y comerciales del Estado - Societarias,0.00
581104,Sociedades de economía mixta,0.00
581105,Sociedades públicas,0.00
5812,PÉRDIDAS  POR  LA  APLICACIÓN  DEL  MÉTODO  DE PARTICIPACIÓN  PATRIMONIAL DE INVERSIONES EN ASOCIADAS,0.00
581201,Entidades privadas,0.00
581202,Entidades del exterior,0.00
581203,Empresas industriales y comerciales del Estado - Societarias,0.00
581204,Sociedades de economía mixta,0.00
581205,Sociedades públicas,0.00
5813,PÉRDIDAS  POR  LA  APLICACIÓN  DEL  MÉTODO  DE PARTICIPACIÓN  PATRIMONIAL DE INVERSIONES EN NEGOCIOS CONJUNTOS,0.00
581301,Entidades privadas,0.00
581302,Entidades del exterior,0.00
581303,Empresas industriales y comerciales del Estado - Societarias,0.00
